,Player,Pos,3P%,2P%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,C,0.33299999999999996,0.593,3.4,6.0,2.4,0.9,1.1,1.5,1.9,10.9
1,Bam Adebayo,PF,0.077,0.5760000000000001,2.5,8.0,5.1,1.2,1.3,2.8,2.5,16.2
2,LaMarcus Aldridge,C,0.389,0.519,1.9,5.5,2.4,0.7,1.6,1.4,2.4,18.9
3,Nickeil Alexander-Walker,SG,0.342,0.336,0.2,1.8,1.8,0.3,0.2,1.0,1.1,5.1
4,Grayson Allen,SG,0.363,0.541,0.2,2.0,1.4,0.2,0.0,0.8,1.2,7.4
5,Jarrett Allen,C,0.0,0.654,3.0,6.4,1.3,0.6,1.3,1.1,2.3,10.6
6,Kadeem Allen,SG,0.313,0.5,0.2,0.7,2.1,0.5,0.2,0.8,0.7,5.0
7,Al-Farouq Aminu,PF,0.25,0.32,1.3,3.5,1.2,1.0,0.4,0.9,1.5,4.3
8,Justin Anderson,SF,0.0,0.33299999999999996,0.0,0.7,0.0,0.0,0.3,0.0,0.7,1.0
9,Kyle Anderson,PF,0.258,0.56,0.9,3.4,2.2,0.8,0.5,0.9,1.4,5.7
10,Ryan Anderson,PF,0.2,0.5,0.0,3.5,1.0,0.5,0.0,0.5,0.5,2.5
11,Giannis Antetokounmpo,PF,0.306,0.622,2.3,11.5,5.8,1.0,1.0,3.7,3.0,29.6
12,Kostas Antetokounmpo,PF,,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0
13,Thanasis Antetokounmpo,SF,0.0,0.655,0.6,0.4,0.5,0.3,0.1,0.6,0.7,2.5
14,Carmelo Anthony,PF,0.371,0.447,1.2,5.0,1.6,0.8,0.5,1.7,2.8,15.3
15,OG Anunoby,SF,0.381,0.593,1.2,4.2,1.6,1.4,0.7,1.2,2.5,10.7
16,Ryan Arcidiacono,PG,0.391,0.439,0.3,1.6,1.7,0.5,0.1,0.6,1.7,4.5
17,Trevor Ariza,SF,0.37200000000000005,0.556,0.6,4.0,1.7,1.3,0.3,1.1,2.1,8.0
18,D.J. Augustin,PG,0.345,0.43,0.4,1.9,4.6,0.6,0.0,1.4,1.1,10.4
19,Deandre Ayton,C,0.0,0.552,4.1,7.9,1.9,0.7,1.7,2.4,3.2,19.0
20,Dwayne Bacon,SG,0.284,0.373,0.4,2.2,1.3,0.6,0.1,0.9,1.3,5.7
21,Marvin Bagley III,PF,0.182,0.51,2.2,5.2,0.8,0.5,0.9,1.4,3.3,14.2
22,Lonzo Ball,PG,0.38299999999999995,0.45299999999999996,1.1,5.1,7.0,1.4,0.5,3.1,2.0,12.4
23,Mo Bamba,C,0.35600000000000004,0.534,1.6,3.4,0.7,0.4,1.4,0.7,1.9,5.5
24,J.J. Barea,PG,0.382,0.43700000000000006,0.4,1.5,3.8,0.2,0.1,1.3,1.0,7.5
25,Harrison Barnes,PF,0.38299999999999995,0.498,1.0,3.8,2.4,0.6,0.2,1.3,1.3,14.7
26,RJ Barrett,SG,0.32,0.43200000000000005,0.9,4.1,2.6,1.0,0.3,2.2,2.2,14.3
27,Will Barton,SF,0.375,0.498,1.3,5.0,3.7,1.1,0.5,1.5,2.1,15.1
28,Keita Bates-Diop,SF,0.33,0.509,0.5,2.3,0.8,0.4,0.5,0.4,1.0,6.6
29,Nicolas Batum,SF,0.28600000000000003,0.43799999999999994,1.1,3.4,3.0,0.8,0.4,1.0,1.9,3.6
30,Aron Baynes,C,0.35100000000000003,0.5820000000000001,1.7,4.0,1.6,0.2,0.5,1.2,3.4,11.5
31,Kent Bazemore,SF,0.342,0.401,0.4,4.0,1.3,1.1,0.6,1.3,2.8,8.7
32,Darius Bazley,PF,0.3,0.446,0.4,3.3,0.5,0.4,0.7,0.8,0.8,4.5
33,Bradley Beal,SG,0.353,0.515,0.9,3.3,6.1,1.2,0.4,3.4,2.2,30.5
34,Malik Beasley,SG,0.38799999999999996,0.465,0.3,2.4,1.4,0.7,0.1,1.0,1.4,11.2
35,Marco Belinelli,SG,0.368,0.42200000000000004,0.1,1.7,1.2,0.2,0.0,0.3,0.8,5.8
36,Jordan Bell,PF,0.33299999999999996,0.564,1.0,1.8,0.6,0.1,0.3,0.7,0.7,3.2
37,DeAndre' Bembry,SG,0.231,0.546,0.8,2.7,1.9,1.3,0.4,1.4,2.0,5.8
38,Dragan Bender,SF,0.349,0.531,1.0,3.6,1.8,0.3,0.6,1.3,2.6,6.7
39,Dāvis Bertāns,PF,0.424,0.47100000000000003,0.6,3.9,1.7,0.7,0.6,1.1,2.6,15.4
40,Patrick Beverley,PG,0.379,0.504,1.2,4.2,3.7,1.1,0.5,1.3,3.1,7.9
41,Khem Birch,C,0.0,0.491,1.8,2.8,0.9,0.4,0.5,0.6,1.8,3.8
42,Goga Bitadze,C,0.16699999999999998,0.591,0.4,1.5,0.4,0.1,0.7,0.5,1.2,3.1
43,Bismack Biyombo,C,,0.5429999999999999,2.3,3.5,0.9,0.2,0.9,0.9,2.2,7.4
44,Nemanja Bjelica,PF,0.424,0.524,1.7,4.8,2.8,0.8,0.5,1.4,3.0,11.9
45,Eric Bledsoe,PG,0.348,0.54,0.7,3.9,5.4,0.9,0.4,2.5,2.1,15.4
46,Bogdan Bogdanović,SG,0.361,0.541,0.3,2.9,3.2,1.0,0.3,1.7,2.2,14.5
47,Bojan Bogdanović,SF,0.414,0.479,0.6,3.5,2.1,0.5,0.1,2.5,1.7,20.2
48,Jonah Bolden,PF,0.0,0.5710000000000001,0.4,0.9,0.0,0.4,0.3,0.3,1.4,1.4
49,Marques Bolden,C,,,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
50,Jordan Bone,PG,0.2,0.3,0.0,0.4,0.8,0.1,0.0,0.2,0.6,1.2
51,Isaac Bonga,SF,0.4,0.574,1.1,2.1,1.1,0.6,0.4,0.7,2.3,4.6
52,Devin Booker,SG,0.36,0.544,0.4,3.7,6.6,0.7,0.3,3.9,3.0,26.1
53,Chris Boucher,PF,0.28300000000000003,0.565,1.7,2.7,0.4,0.4,1.0,0.4,1.9,6.3
54,Brian Bowen,SG,0.0,0.28600000000000003,0.2,1.2,0.0,0.0,0.2,0.2,0.4,0.8
55,Ky Bowman,PG,0.308,0.47200000000000003,0.5,2.2,2.9,1.0,0.2,1.6,2.3,7.4
56,Avery Bradley,SG,0.364,0.51,0.4,2.0,1.3,0.9,0.1,1.0,2.2,8.6
57,Tony Bradley,C,1.0,0.662,1.8,2.5,0.3,0.2,0.5,0.5,2.0,4.7
58,Jarrell Brantley,PF,,,0.0,1.0,0.2,0.0,0.4,0.4,0.4,0.0
59,Ignas Brazdeikis,SF,0.111,0.385,0.2,0.3,0.4,0.0,0.1,0.2,0.3,1.9
60,Mikal Bridges,SF,0.35200000000000004,0.621,0.9,3.1,1.8,1.4,0.6,1.0,2.2,8.7
61,Miles Bridges,SF,0.33,0.486,1.4,4.2,1.8,0.6,0.7,1.5,2.0,13.0
62,Oshae Brissett,SF,0.2,0.47600000000000003,0.5,0.9,0.4,0.2,0.1,0.4,0.9,1.9
63,Ryan Broekhoff,SG,0.392,0.25,0.3,2.2,0.6,0.3,0.2,0.4,0.9,4.2
64,Malcolm Brogdon,PG,0.313,0.491,0.8,3.9,7.1,0.7,0.2,2.4,1.8,16.3
65,Dillon Brooks,SG,0.369,0.423,0.9,2.3,2.0,0.9,0.4,1.7,3.8,15.7
66,Bruce Brown,SG,0.344,0.47,1.1,3.7,4.0,1.1,0.5,1.7,2.8,8.9
67,Charlie Brown,SG,0.33299999999999996,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,2.0
68,Jaylen Brown,SF,0.381,0.552,1.1,5.3,2.2,1.1,0.3,2.3,3.0,20.4
69,Moses Brown,C,,0.4,0.3,1.2,0.1,0.1,0.1,0.3,0.8,1.2
70,Sterling Brown,SF,0.316,0.423,0.6,3.0,1.0,0.5,0.2,0.8,1.0,5.0
71,Troy Brown Jr.,SG,0.345,0.496,1.0,4.3,2.3,1.2,0.1,1.1,1.8,9.7
72,Jalen Brunson,PG,0.358,0.515,0.4,2.0,3.3,0.4,0.1,1.2,1.3,8.2
73,Thomas Bryant,C,0.40700000000000003,0.64,2.0,4.9,1.9,0.4,0.9,1.3,2.2,12.1
74,Reggie Bullock,SG,0.33299999999999996,0.469,0.4,1.9,1.4,0.9,0.1,0.7,1.9,8.1
75,Trey Burke,PG,0.42100000000000004,0.483,0.6,0.8,2.1,0.3,0.0,0.5,0.8,5.9
76,Alec Burks,SG,0.366,0.428,0.7,3.7,2.9,1.0,0.3,1.4,2.0,15.1
77,Deonte Burton,SG,0.217,0.49200000000000005,0.2,1.2,0.3,0.1,0.3,0.4,0.8,2.8
78,Jimmy Butler,SF,0.248,0.494,1.8,4.8,6.1,1.7,0.5,2.2,1.4,20.2
79,Bruno Caboclo,SF,0.14300000000000002,0.5710000000000001,0.8,1.1,0.4,0.4,0.6,0.3,0.9,2.7
80,Kentavious Caldwell-Pope,SG,0.39399999999999996,0.5429999999999999,0.6,1.5,1.7,0.8,0.2,0.9,1.9,9.5
81,Vlatko Čančar,SF,0.16699999999999998,0.556,0.4,0.4,0.2,0.1,0.1,0.2,0.5,1.2
82,Clint Capela,C,,0.629,4.3,9.5,1.2,0.8,1.8,1.6,2.6,13.9
83,DeMarre Carroll,SF,0.259,0.519,0.5,1.7,0.9,0.2,0.2,0.8,1.3,3.5
84,Jevon Carter,PG,0.39299999999999996,0.409,0.5,1.5,1.3,0.8,0.3,0.6,1.5,4.6
85,Vince Carter,SF,0.302,0.451,0.3,1.8,0.8,0.4,0.4,0.6,1.5,5.0
86,Wendell Carter Jr.,C,0.207,0.564,3.2,6.2,1.2,0.8,0.8,1.7,3.8,11.3
87,Michael Carter-Williams,SG,0.294,0.489,1.0,2.3,2.4,1.1,0.5,1.1,1.9,7.2
88,Alex Caruso,PG,0.355,0.47100000000000003,0.2,1.7,1.8,1.0,0.3,0.8,1.5,5.4
89,Willie Cauley-Stein,C,0.0,0.581,1.6,4.3,1.3,0.9,1.1,0.7,2.2,7.2
90,Tyson Chandler,C,,0.778,1.0,1.6,0.2,0.2,0.3,0.3,1.2,1.3
91,Wilson Chandler,SF,0.306,0.597,0.3,3.8,1.1,0.5,0.3,1.0,2.3,5.9
92,Joe Chealey,PG,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5
93,Zylan Cheatham,SF,0.0,0.5,0.3,1.7,0.7,0.0,0.3,1.0,1.7,1.3
94,Chris Chiozza,PG,0.439,0.368,0.3,1.4,2.3,0.7,0.1,0.8,1.1,4.0
95,Marquese Chriss,PF,0.205,0.584,1.9,4.3,1.9,0.7,1.1,1.3,2.1,9.3
96,Gary Clark,PF,0.326,0.667,0.8,1.7,0.4,0.1,0.4,0.1,0.9,3.2
97,Brandon Clarke,PF,0.40399999999999997,0.654,1.6,4.3,1.4,0.5,0.8,0.9,1.6,12.0
98,Jordan Clarkson,SG,0.368,0.55,0.7,1.9,2.0,0.7,0.2,1.3,1.5,15.1
99,Nicolas Claxton,PF,0.14300000000000002,0.634,1.3,1.7,1.1,0.1,0.5,0.6,0.9,4.4
100,Chris Clemons,SG,0.35100000000000003,0.563,0.1,0.7,0.8,0.2,0.2,0.6,0.7,4.9
101,Antonius Cleveland,SG,0.0,0.4,0.0,0.5,0.0,0.2,0.2,0.2,0.3,0.8
102,Amir Coffey,SG,0.14300000000000002,0.462,0.3,0.8,0.7,0.1,0.1,0.2,0.9,2.2
103,John Collins,PF,0.401,0.642,2.8,7.3,1.5,0.8,1.6,1.8,3.4,21.6
104,Zach Collins,PF,0.429,0.5,1.3,2.7,2.0,0.0,0.7,2.0,3.7,9.0
105,Mike Conley,PG,0.376,0.429,0.7,2.6,4.3,0.8,0.1,1.9,2.2,13.8
106,Pat Connaughton,SG,0.321,0.605,0.9,3.3,1.6,0.3,0.5,0.8,1.0,5.1
107,Quinn Cook,PG,0.379,0.47700000000000004,0.2,0.9,1.1,0.3,0.0,0.7,0.6,4.8
108,Tyler Cook,PF,,0.7,0.4,0.5,0.1,0.1,0.0,0.1,0.4,1.7
109,Robert Covington,PF,0.349,0.589,0.9,5.5,1.2,1.5,1.3,1.5,3.2,12.8
110,Allen Crabbe,SG,0.303,0.466,0.3,1.8,0.9,0.4,0.1,0.5,1.3,4.6
111,Torrey Craig,SF,0.33,0.606,1.0,2.2,0.7,0.4,0.6,0.4,2.2,5.0
112,Jae Crowder,SF,0.318,0.532,0.8,5.3,2.6,1.2,0.4,1.1,2.2,10.4
113,Jarrett Culver,SG,0.299,0.47100000000000003,1.1,2.3,1.7,0.9,0.6,1.3,2.0,9.2
114,Seth Curry,SG,0.45299999999999996,0.56,0.4,1.9,2.0,0.6,0.1,1.0,1.7,12.6
115,Stephen Curry,PG,0.245,0.636,0.8,4.4,6.6,1.0,0.4,3.2,2.2,20.8
116,Troy Daniels,SG,0.354,0.478,0.3,0.8,0.3,0.2,0.1,0.2,0.7,4.1
117,Anthony Davis,PF,0.335,0.5539999999999999,2.3,7.1,3.1,1.5,2.4,2.5,2.5,26.7
118,Ed Davis,C,,0.41200000000000003,1.2,2.6,0.3,0.4,0.4,0.5,2.2,1.3
119,Terence Davis,SG,0.396,0.55,0.7,2.7,1.7,0.5,0.2,1.0,1.6,7.7
120,Dewayne Dedmon,C,0.20600000000000002,0.541,1.4,4.3,0.5,0.6,0.9,1.3,3.0,5.8
121,Matthew Dellavedova,PG,0.231,0.488,0.3,1.0,3.2,0.4,0.0,1.0,1.4,3.1
122,DeMar DeRozan,SF,0.267,0.535,0.6,5.0,5.6,1.0,0.2,2.4,2.7,22.2
123,Cheick Diallo,C,0.5,0.652,0.6,2.3,0.5,0.2,0.3,0.7,1.2,4.8
124,Hamidou Diallo,SF,0.2,0.5,0.8,2.4,0.6,0.7,0.2,1.0,2.2,6.1
125,Gorgui Dieng,C,0.359,0.532,1.5,4.3,1.2,0.8,1.0,0.9,1.9,7.4
126,Spencer Dinwiddie,SG,0.308,0.485,0.5,3.0,6.8,0.6,0.3,2.7,2.8,20.6
127,Donte DiVincenzo,SG,0.344,0.5760000000000001,1.0,3.9,2.3,1.4,0.3,1.2,1.6,9.4
128,Luka Dončić,PG,0.318,0.574,1.3,8.0,8.7,1.1,0.2,4.2,2.5,28.7
129,Luguentz Dort,SG,0.301,0.512,0.5,1.3,0.7,0.8,0.1,0.5,2.7,6.2
130,Damyean Dotson,SG,0.36200000000000004,0.48,0.2,1.7,1.2,0.5,0.1,0.4,0.9,6.7
131,Sekou Doumbouya,SF,0.28600000000000003,0.46399999999999997,0.5,2.6,0.5,0.5,0.2,0.9,2.1,6.4
132,PJ Dozier,PG,0.25,0.46,0.2,1.2,1.4,0.3,0.2,0.5,1.3,4.1
133,Goran Dragić,PG,0.377,0.491,0.5,2.6,5.1,0.6,0.1,2.5,1.9,16.1
134,Andre Drummond,C,0.14300000000000002,0.551,4.4,10.8,2.7,1.9,1.6,3.6,3.5,17.7
135,Jared Dudley,SF,0.47100000000000003,0.25,0.1,1.0,0.5,0.3,0.1,0.2,0.9,1.5
136,Kris Dunn,PG,0.259,0.535,0.5,3.2,3.4,2.0,0.3,1.3,3.1,7.3
137,Carsen Edwards,SG,0.309,0.35600000000000004,0.2,1.1,0.6,0.3,0.1,0.4,0.9,3.0
138,Henry Ellenson,PF,0.0,0.33299999999999996,0.4,0.8,0.2,0.0,0.0,0.0,0.2,0.4
139,Wayne Ellington,SG,0.35,0.355,0.1,1.7,1.2,0.4,0.1,0.5,1.1,5.1
140,Joel Embiid,C,0.348,0.511,2.8,9.0,3.1,0.9,1.3,3.1,3.4,23.4
141,James Ennis,SF,0.33799999999999997,0.523,1.0,2.3,0.9,0.5,0.3,0.7,1.8,6.0
142,Drew Eubanks,PF,1.0,0.741,0.6,1.9,0.4,0.1,0.4,0.7,1.5,3.6
143,Jacob Evans,SG,0.33299999999999996,0.337,0.3,1.1,1.1,0.4,0.4,0.9,1.4,4.4
144,Dante Exum,SG,0.349,0.539,0.3,1.6,1.1,0.4,0.2,0.9,1.1,4.5
145,Tacko Fall,C,,0.75,0.0,1.8,0.0,0.0,0.3,0.5,0.8,3.2
146,Derrick Favors,C,0.14300000000000002,0.631,3.3,6.6,1.7,0.6,1.0,1.1,2.2,9.2
147,Cristiano Felício,PF,0.0,0.654,2.5,2.1,0.7,0.5,0.1,0.8,1.5,3.9
148,Terrance Ferguson,SF,0.297,0.636,0.5,1.0,0.9,0.5,0.3,0.6,2.9,4.2
149,Bruno Fernando,C,0.135,0.605,1.2,2.3,0.9,0.3,0.3,0.8,1.9,4.3
150,Yogi Ferrell,PG,0.275,0.48,0.1,1.0,1.3,0.3,0.1,0.6,0.7,4.2
151,Dorian Finney-Smith,PF,0.374,0.599,2.0,3.5,1.5,0.7,0.6,1.0,2.4,9.3
152,Bryn Forbes,SG,0.38799999999999996,0.47,0.2,1.8,1.7,0.5,0.0,0.9,1.8,11.2
153,Evan Fournier,SG,0.406,0.525,0.3,2.3,3.2,1.1,0.2,2.0,2.4,18.8
154,De'Aaron Fox,PG,0.307,0.523,0.7,3.4,6.8,1.4,0.5,3.1,2.9,20.4
155,Melvin Frazier,SG,0.5710000000000001,0.2,0.1,0.2,0.1,0.3,0.1,0.2,0.5,1.2
156,Michael Frazier,SG,0.25,0.667,0.1,0.3,0.1,0.3,0.0,0.3,1.6,1.8
157,Tim Frazier,PG,0.33299999999999996,0.375,0.3,0.9,3.4,0.5,0.1,1.3,1.6,3.6
158,Markelle Fultz,PG,0.254,0.52,0.5,2.8,5.2,1.3,0.2,2.0,2.0,12.1
159,Wenyen Gabriel,PF,0.3,0.5379999999999999,0.6,1.0,0.3,0.4,0.2,0.6,1.3,2.1
160,Daniel Gafford,C,,0.701,1.2,1.3,0.5,0.3,1.3,0.7,2.3,5.1
161,Danilo Gallinari,PF,0.409,0.474,0.6,4.9,2.1,0.7,0.1,1.3,1.2,19.2
162,Langston Galloway,SG,0.39899999999999997,0.493,0.5,1.8,1.5,0.7,0.2,0.6,1.5,10.3
163,Darius Garland,PG,0.355,0.434,0.5,1.4,3.9,0.7,0.1,2.6,1.6,12.3
164,Marc Gasol,C,0.402,0.44,0.8,5.5,3.4,0.8,0.9,1.2,2.8,7.6
165,Rudy Gay,PF,0.314,0.517,0.9,4.4,1.7,0.4,0.5,1.3,1.5,10.0
166,Paul George,SF,0.39899999999999997,0.46299999999999997,0.5,5.2,3.9,1.3,0.5,2.7,2.4,21.0
167,Taj Gibson,C,0.28600000000000003,0.599,1.8,2.5,0.8,0.4,0.5,0.8,2.0,6.1
168,Harry Giles,PF,,0.56,0.9,3.3,1.3,0.6,0.4,0.9,2.6,7.0
169,Shai Gilgeous-Alexander,SG,0.35100000000000003,0.511,0.7,5.4,3.3,1.1,0.7,1.9,1.7,19.3
170,Rudy Gobert,C,,0.698,3.4,10.3,1.5,0.8,2.0,1.9,3.2,15.1
171,Brandon Goodwin,PG,0.299,0.485,0.3,1.8,1.5,0.4,0.1,0.9,1.3,6.1
